gender,age,geography,financial_situation,education,employment_status,submission_state,are_there_children_0_to_2_yrs_out_of_educational_system,were_children_3_to_17_yrs_enrolled_and_did_not_return_to_school,are_there_children_who_stopped_enrolling_in_primary_education,are_there_children_who_stopped_enrolling_in_secondary_education,are_children_attending_face_to_face_classes,can_children_observe_deterioration_of_basic_services_of_school,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_teachers_at_scheduled_class_hours,are_children_3_to_17_yrs_dealing_with_irregular_school_activity,are_children_being_teached_by_unqualified_people,did_teachers_leave_the_educational_system,do_school_and_the_teachers_have_internet_connection,do_children_have_internet_connection,do_children_3_to_17_yrs_miss_virtual_class_due_to_lack_of_electricity,does_home_shows_severe_deficit_of_electricity,does_home_shows_severe_deficit_of_internet,do_children_3_to_17_yrs_miss_class_or_in_lower_grade,are_children_promoted_with_a_modality_different_from_formal_evaluation
Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Miranda,0,0,0,0,0,1,No,There are enough,0,0,0,1,0,0,0,1,0,1
Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some technical education (e.g polytechnic school),None of the above,Miranda,0,1,0,1,0,1,No,Irregularly,1,0,1,0,1,1,0,1,1,1
Female,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Some technical education (e.g polytechnic school),"I do housework, fulfilling domestic tasks, looking after children",Miranda,0,1,1,1,0,1,No,There are enough,1,1,1,0,0,1,1,1,0,0
Male,36 to 45 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",Post-graduate education,"I work full-time, either as an employee or self-employed",Miranda,0,0,0,0,0,1,No,There are not enough,1,1,1,0,0,1,1,1,1,1
Female,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Some university or college,I am unemployed,Miranda,0,1,0,0,0,1,No,There are not enough,1,0,1,0,0,0,0,1,1,1
Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,None of the above,Miranda,1,1,0,0,0,1,No,Irregularly,0,0,0,1,1,1,0,1,0,1
Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",Some technical education (e.g polytechnic school),I am unemployed,Miranda,0,1,0,0,0,1,No,There are not enough,1,1,1,1,0,1,1,1,1,0
Male,16 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Some technical education (e.g polytechnic school),I am a student and I work part-time,Miranda,0,0,0,0,0,0,No,Irregularly,1,0,0,1,1,1,0,1,0,1
Female,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Technical school diploma or degree completed,I am a student,Miranda,0,0,0,0,0,1,No,There are enough,0,0,0,1,1,0,0,1,0,0
Male,26 to 35 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Miranda,0,1,0,0,0,1,No,Irregularly,0,1,0,1,1,1,0,1,0,0
Male,Over 45 years old,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Miranda,0,0,0,0,0,1,No,Irregularly,1,1,1,0,0,0,0,1,1,1
Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Miranda,0,1,0,1,0,0,No,Irregularly,1,0,1,0,0,1,1,1,0,0
Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Primary school completed,"I work part-time, either as an employee or self-employed",Miranda,1,1,0,0,0,0,No,Irregularly,1,1,0,0,1,0,0,1,0,0
Male,26 to 35 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Some secondary school / high school,I am unemployed,Miranda,0,1,0,0,0,0,No,There are enough,0,0,0,1,1,1,0,1,0,0
Female,Over 45 years old,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",Post-graduate education,"I work full-time, either as an employee or self-employed",Miranda,1,1,1,1,1,1,No,Irregularly,0,1,1,1,1,1,1,1,1,1
Female,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Miranda,0,0,0,0,0,1,No,There are enough,0,0,0,1,1,1,0,1,0,1
Female,16 to 25 years old,Rural,Prefer not to answer,Secondary school/ high school completed,I am a student,Trujillo,0,0,0,0,1,1,No,Irregularly,0,0,1,1,1,1,0,1,0,0
Male,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am retired,Zulia,0,1,0,0,0,1,No,Irregularly,1,1,1,0,1,1,1,1,0,1
Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Zulia,0,1,0,1,1,1,No,Irregularly,0,1,1,0,0,1,0,1,1,0
Male,26 to 35 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,"I work full-time, either as an employee or self-employed",Zulia,1,1,0,0,0,1,No,There are not enough,1,1,1,0,0,0,1,1,0,1
Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am unemployed,Zulia,0,0,0,0,0,1,No,Irregularly,0,0,1,1,0,1,0,1,0,0
Male,26 to 35 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Zulia,0,1,0,0,0,1,No,There are enough,1,0,1,1,0,0,1,1,0,1
Female,36 to 45 years old,Rural,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Zulia,1,0,0,0,0,1,No,There are not enough,1,1,1,0,1,1,0,1,1,1
Female,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work full-time, either as an employee or self-employed",Zulia,0,1,0,0,0,1,No,There are enough,1,0,0,1,1,1,1,1,1,1
Male,36 to 45 years old,Rural,"I can afford food, but nothing else",University or college degree completed,None of the above,Zulia,0,1,1,1,1,1,2 days,Irregularly,1,1,1,1,1,1,1,1,1,1
Male,26 to 35 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Zulia,1,1,1,1,0,1,No,Irregularly,0,0,1,1,1,1,1,1,1,1
Male,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,I am a student and I work part-time,Zulia,1,1,0,0,0,0,No,Irregularly,1,0,0,1,1,1,1,1,1,0
Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Some university or college,"I work part-time, either as an employee or self-employed",Zulia,1,0,1,1,0,1,2 days,Irregularly,0,1,0,0,0,1,0,1,1,0
Female,16 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student,Zulia,0,0,0,0,0,1,No,There are not enough,1,0,0,1,1,1,1,1,1,0
Male,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,Some technical education (e.g polytechnic school),"I work full-time, either as an employee or self-employed",Zulia,1,1,1,0,0,1,No,There are not enough,1,1,1,0,0,0,1,1,1,1
Male,16 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student and I work part-time,Zulia,0,0,0,0,1,1,2 days,Irregularly,1,1,1,1,1,1,1,1,0,0
Female,16 to 25 years old,Rural,"I can afford food, but nothing else",University or college degree completed,I am a student,Zulia,0,1,1,1,0,1,No,There are not enough,1,1,1,1,1,1,1,1,0,1
Female,26 to 35 years old,Rural,"I can afford food, but nothing else",Some university or college,"I work full-time, either as an employee or self-employed",Zulia,0,1,1,1,0,1,No,Irregularly,1,0,0,1,1,0,0,1,0,0
Male,16 to 25 years old,Rural,I cannot afford enough food for my family,Some university or college,I am a student,Zulia,1,1,1,1,1,1,No,There are enough,1,1,1,1,1,1,1,1,1,1
Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Post-graduate education,"I work part-time, either as an employee or self-employed",Zulia,0,1,0,0,0,1,No,Irregularly,1,1,1,1,0,1,1,1,1,1
Female,36 to 45 years old,Rural,"I can afford food, but nothing else",University or college degree completed,I am a student,Zulia,0,1,0,1,1,1,No,There are enough,1,1,1,1,1,1,1,1,1,1
Male,26 to 35 years old,Rural,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),I am a student,Zulia,1,1,1,0,0,1,No,There are enough,0,1,1,1,1,1,1,1,0,1
Female,36 to 45 years old,Rural,I cannot afford enough food for my family,Post-graduate education,"I work part-time, either as an employee or self-employed",Zulia,0,1,1,0,0,1,No,There are enough,1,0,1,0,0,1,0,1,1,1
Male,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Zulia,0,1,0,0,0,1,No,There are enough,1,0,0,0,0,1,1,1,0,0
Female,26 to 35 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Zulia,0,1,0,0,0,0,No,Irregularly,1,0,1,1,0,1,1,1,1,1
Female,Over 45 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Zulia,1,0,1,0,1,1,No,There are not enough,1,1,1,1,0,1,0,1,0,1
Female,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am retired,Zulia,1,1,0,0,0,1,No,There are not enough,1,1,1,0,1,1,1,1,0,1
Female,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Zulia,0,1,0,0,0,1,No,Irregularly,1,0,1,0,0,1,1,1,0,0
Female,26 to 35 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,"I work full-time, either as an employee or self-employed",Zulia,1,1,1,0,0,1,No,There are not enough,1,1,1,0,0,1,1,1,0,1
Male,16 to 25 years old,Rural,"I can afford food, but nothing else",Some university or college,I am a student,Zulia,0,1,1,1,0,0,No,There are enough,0,0,1,1,1,1,0,1,1,1
Female,16 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Zulia,1,1,1,1,0,1,No,There are enough,0,1,1,1,1,1,0,1,0,1
Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,None of the above,Zulia,1,1,0,0,0,1,No,Irregularly,1,0,0,1,1,0,0,1,0,0
Male,36 to 45 years old,Rural,I cannot afford enough food for my family,Post-graduate education,"I work full-time, either as an employee or self-employed",Zulia,0,1,1,0,0,0,2 days,There are enough,1,1,1,1,1,1,1,1,1,1
Female,16 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Zulia,0,1,0,0,0,0,No,There are not enough,0,0,1,0,0,1,0,1,1,1
Male,26 to 35 years old,Suburban/Peri-urban,"I can comfortably afford food, clothes, and furniture, and I have savings",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Zulia,0,1,0,0,0,1,No,There are enough,1,0,1,1,1,1,1,1,1,1
Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,I am retired,Distrito Federal,1,1,0,0,0,1,No,Irregularly,1,0,1,1,1,1,1,1,1,1
Female,16 to 25 years old,Suburban/Peri-urban,"I can comfortably afford food, clothes, and furniture, and I have savings",Primary school completed,"I work full-time, either as an employee or self-employed",Distrito Federal,1,1,0,1,0,1,4 days,There are not enough,1,1,1,1,1,1,0,1,0,0
Female,16 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student and I work part-time,Distrito Federal,0,0,0,1,1,1,1 day,Irregularly,1,1,1,1,0,1,1,1,1,1
Male,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",Some secondary school / high school,"I work full-time, either as an employee or self-employed",Distrito Federal,0,1,0,0,0,1,No,Irregularly,0,0,1,1,1,1,0,1,0,0
Male,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Distrito Federal,0,1,0,1,0,0,No,There are not enough,1,1,1,0,0,0,1,1,1,1
Female,16 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Some university or college,I am a student,Distrito Federal,0,1,0,1,1,1,1 day,There are not enough,1,1,1,1,1,1,1,1,1,1
Female,16 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Primary school completed,"I do housework, fulfilling domestic tasks, looking after children",Distrito Federal,0,0,0,0,0,1,No,There are enough,0,0,0,0,1,0,0,1,0,0
Female,36 to 45 years old,City center or metropolitan area,I cannot afford enough food for my family,Primary school completed,I am unemployed,Distrito Federal,0,1,0,1,0,1,No,There are not enough,0,0,1,0,1,0,1,1,1,0
Male,Over 45 years old,Rural,"I can afford food, regular expenses, and clothes, but nothing else",Some primary education,"I work full-time, either as an employee or self-employed",Distrito Federal,1,1,0,0,0,1,No,Irregularly,0,0,1,0,0,1,1,1,1,1
Female,16 to 25 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Distrito Federal,1,0,0,0,0,0,Every day,There are enough,0,0,0,0,0,0,0,1,0,0
Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Technical school diploma or degree completed,I am unemployed,Carabobo,0,1,1,0,0,1,No,Irregularly,1,1,1,0,0,1,0,1,1,1
Female,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,"I work full-time, either as an employee or self-employed",Carabobo,0,1,0,0,0,1,Every day,Irregularly,1,0,1,0,0,1,1,1,0,0
Female,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Carabobo,0,1,1,1,0,1,No,There are enough,0,0,0,1,0,1,0,1,0,0
Male,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Primary school completed,"I work part-time, either as an employee or self-employed",Carabobo,0,1,0,1,1,1,No,Irregularly,1,1,1,0,0,1,1,1,1,1
Female,16 to 25 years old,Rural,"I can afford food and regular expenses, but nothing else",Some technical education (e.g polytechnic school),I am unemployed,Monagas,0,1,0,1,0,1,No,Irregularly,1,0,1,0,1,0,0,1,0,0
Female,16 to 25 years old,Rural,I cannot afford enough food for my family,Some university or college,I am a student,Falcón,1,1,0,0,0,1,No,Irregularly,1,0,1,0,0,1,1,1,0,1
Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Some secondary school / high school,"I work full-time, either as an employee or self-employed",Zulia,1,1,0,1,0,1,2 days,Irregularly,1,1,1,0,1,1,1,1,1,1
Male,16 to 25 years old,Rural,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),I am a student and I work part-time,Zulia,0,0,0,0,0,1,No,Irregularly,1,0,1,0,1,1,1,1,0,0
Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am unemployed,Zulia,1,1,0,0,0,1,No,Irregularly,1,0,1,0,0,1,1,1,0,0
Male,16 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),I am a student,Zulia,1,1,1,1,1,1,4 days,There are enough,1,1,1,1,1,1,1,1,1,1
Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Some secondary school / high school,"I work part-time, either as an employee or self-employed",Zulia,0,0,0,0,0,1,No,Irregularly,1,1,1,0,1,1,0,1,0,0
Female,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,Some secondary school / high school,I am unemployed,Zulia,1,1,1,1,1,1,No,Irregularly,1,0,0,1,1,1,1,1,1,0
Male,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work full-time, either as an employee or self-employed",Zulia,1,1,1,1,0,1,Every day,There are enough,0,1,0,1,1,1,1,1,0,1
Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Post-graduate education,"I work part-time, either as an employee or self-employed",Zulia,0,1,0,0,1,1,No,Irregularly,1,0,0,1,1,1,0,1,0,0
Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Prefer not to answer,I am unemployed,Zulia,0,0,0,0,0,1,No,There are enough,0,0,1,1,1,1,0,1,0,0
Female,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Zulia,0,1,0,0,0,1,No,There are enough,0,0,0,1,0,1,1,1,0,1
Male,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Zulia,0,1,0,1,0,1,No,Irregularly,1,1,1,0,1,1,0,1,0,1
Male,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,I am unemployed,Zulia,1,1,1,1,1,1,1 day,There are enough,1,1,1,1,1,1,1,1,1,1
Female,26 to 35 years old,Rural,"I can afford food, but nothing else",Some university or college,I am a student and I work part-time,Táchira,0,0,0,0,0,1,No,There are enough,0,0,0,1,1,1,1,1,0,0
Female,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,"I work part-time, either as an employee or self-employed",Sucre,0,0,0,0,0,1,No,There are not enough,1,0,1,0,0,1,0,1,0,0
Male,16 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Táchira,0,0,0,0,0,0,No,Irregularly,1,0,0,0,0,1,0,1,1,0
Female,16 to 25 years old,Rural,"I can afford food and regular expenses, but nothing else",University or college degree completed,I am a student,Táchira,0,0,0,0,0,0,No,There are enough,0,0,1,1,1,1,0,1,0,0
Male,26 to 35 years old,Rural,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Táchira,0,1,0,0,0,1,No,Irregularly,0,0,1,1,1,1,0,1,0,0
Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Táchira,0,1,0,0,0,0,No,Irregularly,0,0,0,1,1,0,0,1,0,1
Female,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Sucre,0,1,0,0,0,1,No,There are not enough,1,1,1,1,1,0,0,1,0,0
Female,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,None of the above,Sucre,1,1,0,0,1,0,No,Irregularly,1,1,1,1,1,0,1,1,0,0
Male,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Some secondary school / high school,I am a student,Sucre,1,1,0,0,1,1,No,Irregularly,1,0,1,1,0,1,1,1,0,1
Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Sucre,1,0,0,0,0,1,No,Irregularly,1,0,1,1,0,1,1,1,1,0
Male,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Sucre,0,0,1,0,1,0,2 days,Irregularly,0,0,0,0,1,1,0,1,1,0
Female,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Sucre,0,1,0,0,0,1,No,There are enough,0,0,1,0,0,1,0,1,0,0
Female,36 to 45 years old,Rural,"I can afford food, but nothing else",Technical school diploma or degree completed,I am unemployed,Sucre,0,1,0,0,0,1,No,There are enough,0,0,1,0,0,1,1,1,0,0
Female,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Táchira,0,0,0,0,0,1,No,There are not enough,1,1,1,0,0,1,1,1,0,1
Male,16 to 25 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Táchira,1,1,0,0,1,1,No,Irregularly,1,1,1,1,1,1,1,1,1,1
Female,26 to 35 years old,Rural,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",Sucre,1,1,1,1,0,1,No,Irregularly,1,1,1,0,0,1,1,1,1,1
Female,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",Sucre,0,0,0,0,0,1,No,Irregularly,1,1,1,0,0,0,0,1,0,1
Female,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Sucre,1,1,0,0,0,1,No,There are not enough,0,0,1,1,1,1,1,1,0,1
Female,26 to 35 years old,Rural,I cannot afford enough food for my family,Some primary education,"I work part-time, either as an employee or self-employed",Sucre,1,1,0,1,0,1,No,Irregularly,1,0,1,0,0,1,0,1,0,1
Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Sucre,0,0,0,0,1,0,2 days,Irregularly,0,0,1,0,0,1,1,1,0,1
Female,36 to 45 years old,Rural,Prefer not to answer,Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Táchira,0,0,0,0,1,1,No,Irregularly,0,0,1,1,1,1,1,1,1,1
Male,16 to 25 years old,Rural,"I can afford food, but nothing else",No formal education,I am unemployed,Miranda,1,1,1,1,0,0,No,There are not enough,1,1,1,0,1,1,0,1,0,1
Female,16 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Zulia,0,1,0,1,0,1,No,Irregularly,1,1,1,0,1,1,0,1,0,1
Female,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Lara,0,1,1,0,0,1,No,There are not enough,1,1,1,0,0,1,1,1,0,1
Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Sucre,1,1,0,0,1,1,3 days,There are not enough,0,1,1,0,0,1,0,1,1,0
Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Táchira,1,1,1,1,0,1,No,Irregularly,0,1,1,0,1,1,1,1,1,1
Male,16 to 25 years old,Rural,I cannot afford enough food for my family,Some primary education,I am a student and I work part-time,Zulia,0,1,0,1,1,0,No,There are enough,1,0,0,1,1,1,0,1,1,1
Male,Over 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Post-graduate education,"I work full-time, either as an employee or self-employed",Táchira,0,1,0,0,0,1,No,There are not enough,1,0,1,0,1,1,1,1,0,1
Male,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Primary school completed,"I work part-time, either as an employee or self-employed",Táchira,0,0,0,0,1,1,No,Irregularly,1,0,1,0,0,1,0,1,0,1
Male,16 to 25 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Some university or college,I am a student and I work part-time,Sucre,1,1,0,1,0,1,No,There are not enough,1,1,1,0,0,1,0,1,1,0
Female,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Post-graduate education,"I work part-time, either as an employee or self-employed",Zulia,0,0,0,0,1,1,No,Irregularly,1,1,1,1,1,1,0,1,0,0
Male,16 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Sucre,0,1,0,0,0,1,No,Irregularly,1,0,1,1,1,1,0,1,0,0
Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",Some university or college,I am a student and I work part-time,Sucre,0,0,0,0,0,1,Every day,Irregularly,1,0,0,1,1,1,0,1,0,1
Female,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,I am unemployed,Monagas,0,1,1,1,0,1,No,There are enough,1,0,1,1,1,1,0,1,0,0
Female,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",Monagas,0,1,0,0,0,1,No,There are enough,1,0,0,1,1,0,0,1,0,0
Male,Over 45 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",University or college degree completed,"I work part-time, either as an employee or self-employed",Monagas,0,0,0,0,0,0,No,Irregularly,1,0,0,1,1,1,1,1,0,0
Male,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Technical school diploma or degree completed,None of the above,Monagas,0,0,0,0,1,1,No,Irregularly,1,0,1,0,0,1,1,1,1,1
Female,36 to 45 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work part-time, either as an employee or self-employed",Monagas,0,0,0,0,0,1,No,Irregularly,1,0,1,0,0,1,0,1,0,1
Male,16 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am unable to work due to long-term illness or disability,Monagas,0,1,0,0,0,1,No,Irregularly,1,1,1,0,1,1,0,1,1,0
Male,16 to 25 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Monagas,1,1,1,1,0,1,Every day,There are enough,0,0,1,0,1,1,1,1,1,0
Male,16 to 25 years old,City center or metropolitan area,Prefer not to answer,Some secondary school / high school,I am a student,Monagas,0,0,0,0,0,1,No,Irregularly,1,0,0,1,1,1,0,1,0,0
Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,I am retired,Lara,0,0,0,0,0,0,No,Irregularly,1,0,1,0,1,1,1,1,0,0
Male,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Lara,0,1,0,0,0,1,No,Irregularly,1,0,1,0,0,1,1,1,0,0
Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am unemployed,Lara,0,0,0,0,0,0,No,Irregularly,1,1,1,1,1,1,1,1,1,0
Male,Over 45 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,I am retired,Lara,0,0,0,0,0,1,No,Irregularly,1,1,1,0,0,1,1,1,0,1
Male,26 to 35 years old,Rural,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),"I work full-time, either as an employee or self-employed",Lara,1,1,1,1,1,1,1 day,Irregularly,1,1,1,1,1,1,0,1,1,1
Male,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Lara,0,0,0,0,1,1,No,Irregularly,1,1,1,0,1,1,0,1,0,1
Female,16 to 25 years old,City center or metropolitan area,Prefer not to answer,Secondary school/ high school completed,I am a student,Lara,0,0,0,0,0,1,No,There are enough,0,0,1,1,1,1,0,1,0,0
Male,26 to 35 years old,Rural,"I can afford food, regular expenses, and clothes, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Lara,1,0,0,1,0,1,No,There are not enough,1,1,1,0,0,1,1,1,1,1
Male,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",Some university or college,I am a student,Lara,0,1,1,1,0,1,No,There are not enough,0,0,1,1,1,1,1,1,1,0
